`torch_dtype` is deprecated! Use `dtype` instead!
{'step': 161, 'id': '56e1ce08e3433e14004231a5', 'loss': 0.03381664678454399, 'grad_norm': 3.585599422454834, 'input_tokens': 212, 'supervised_tokens': 12}
{'step': 162, 'id': '5ad537a15b96ef001a10ab9c', 'loss': 0.00028192022000439465, 'grad_norm': 0.02732444368302822, 'input_tokens': 202, 'supervised_tokens': 5}
{'step': 163, 'id': '5ad542db5b96ef001a10abf5', 'loss': 0.0002127298794221133, 'grad_norm': 0.009423467330634594, 'input_tokens': 204, 'supervised_tokens': 5}
{'step': 164, 'id': '56e19557e3433e1400422ff1', 'loss': 0.0009785733418539166, 'grad_norm': 0.04816306009888649, 'input_tokens': 170, 'supervised_tokens': 9}
{'step': 165, 'id': '5ad572b15b96ef001a10af0a', 'loss': 0.0005908081075176597, 'grad_norm': 0.0457843542098999, 'input_tokens': 236, 'supervised_tokens': 5}
{'step': 166, 'id': '56e1c9bfe3433e1400423196', 'loss': 0.00023446472187060863, 'grad_norm': 0.011218719184398651, 'input_tokens': 207, 'supervised_tokens': 9}
{'step': 167, 'id': '5ad54a375b96ef001a10ac49', 'loss': 0.00014108221512287855, 'grad_norm': 0.00378506095148623, 'input_tokens': 272, 'supervised_tokens': 5}
{'step': 168, 'id': '5ad56fe65b96ef001a10aec3', 'loss': 0.00015464532771147788, 'grad_norm': 0.00497265812009573, 'input_tokens': 155, 'supervised_tokens': 5}
{'step': 169, 'id': '5ad537a15b96ef001a10ab9d', 'loss': 0.0001567899453220889, 'grad_norm': 0.0051567270420491695, 'input_tokens': 194, 'supervised_tokens': 5}
{'step': 170, 'id': '56e1b62ecd28a01900c67aa6', 'loss': 0.0007838019519113004, 'grad_norm': 0.05150889977812767, 'input_tokens': 286, 'supervised_tokens': 3}
{'step': 171, 'id': '56e19557e3433e1400422fee', 'loss': 0.0003845827595796436, 'grad_norm': 0.020684747025370598, 'input_tokens': 163, 'supervised_tokens': 5}
{'step': 172, 'id': '56e1aff7cd28a01900c67a69', 'loss': 0.0004646105517167598, 'grad_norm': 0.03805883601307869, 'input_tokens': 276, 'supervised_tokens': 3}
{'step': 173, 'id': '5ad5391e5b96ef001a10aba2', 'loss': 0.00015104479098226875, 'grad_norm': 0.00529144424945116, 'input_tokens': 183, 'supervised_tokens': 5}
{'step': 174, 'id': '56e17644e3433e1400422f41', 'loss': 0.00035297570866532624, 'grad_norm': 0.025294937193393707, 'input_tokens': 225, 'supervised_tokens': 5}
{'step': 175, 'id': '5ad54a375b96ef001a10ac4a', 'loss': 0.00021463562734425068, 'grad_norm': 0.009678023867309093, 'input_tokens': 286, 'supervised_tokens': 5}
{'step': 176, 'id': '5ad569c05b96ef001a10ae3a', 'loss': 0.0001684207672951743, 'grad_norm': 0.007909886538982391, 'input_tokens': 244, 'supervised_tokens': 5}
{'step': 177, 'id': '5ad54f775b96ef001a10ac88', 'loss': 0.00018439297855366021, 'grad_norm': 0.006773462053388357, 'input_tokens': 158, 'supervised_tokens': 5}
{'step': 178, 'id': '56e1aba0e3433e1400423095', 'loss': 0.0005994128878228366, 'grad_norm': 0.04101073369383812, 'input_tokens': 283, 'supervised_tokens': 4}
{'step': 179, 'id': '56e1e9dfe3433e14004231fe', 'loss': 0.0017386093968525529, 'grad_norm': 0.10055771470069885, 'input_tokens': 245, 'supervised_tokens': 6}
{'step': 180, 'id': '56e1c720e3433e140042316a', 'loss': 0.0037552739959210157, 'grad_norm': 0.1418873369693756, 'input_tokens': 263, 'supervised_tokens': 5}
{'step': 181, 'id': '5ad560b85b96ef001a10ad1e', 'loss': 0.00047818670282140374, 'grad_norm': 0.03284177929162979, 'input_tokens': 167, 'supervised_tokens': 5}
{'step': 182, 'id': '56e1c2eee3433e1400423136', 'loss': 0.0007560072117485106, 'grad_norm': 0.03368349000811577, 'input_tokens': 247, 'supervised_tokens': 7}
{'step': 183, 'id': '5ad546c75b96ef001a10ac12', 'loss': 0.0001555989438202232, 'grad_norm': 0.0055769640021026134, 'input_tokens': 279, 'supervised_tokens': 5}
{'step': 184, 'id': '56e1c4fce3433e1400423151', 'loss': 0.00012151995906606317, 'grad_norm': 0.010380636900663376, 'input_tokens': 171, 'supervised_tokens': 4}
{'step': 185, 'id': '56e1ce08e3433e14004231a5', 'loss': 0.06429720669984818, 'grad_norm': 17.137584686279297, 'input_tokens': 212, 'supervised_tokens': 12}
{'step': 186, 'id': '5ad537a15b96ef001a10ab9c', 'loss': 0.000148494538734667, 'grad_norm': 0.005657222121953964, 'input_tokens': 202, 'supervised_tokens': 5}
{'step': 187, 'id': '5ad542db5b96ef001a10abf5', 'loss': 0.00019554712343961, 'grad_norm': 0.008209848776459694, 'input_tokens': 204, 'supervised_tokens': 5}
{'step': 188, 'id': '56e19557e3433e1400422ff1', 'loss': 0.0007918227929621935, 'grad_norm': 0.0498819537460804, 'input_tokens': 170, 'supervised_tokens': 9}
{'step': 189, 'id': '5ad572b15b96ef001a10af0a', 'loss': 0.000546314986422658, 'grad_norm': 0.04562711343169212, 'input_tokens': 236, 'supervised_tokens': 5}
{'step': 190, 'id': '56e1c9bfe3433e1400423196', 'loss': 0.00019751870422624052, 'grad_norm': 0.00799854751676321, 'input_tokens': 207, 'supervised_tokens': 9}
{'step': 191, 'id': '5ad54a375b96ef001a10ac49', 'loss': 0.00013910412963014096, 'grad_norm': 0.004008141346275806, 'input_tokens': 272, 'supervised_tokens': 5}
{'step': 192, 'id': '5ad56fe65b96ef001a10aec3', 'loss': 0.0001613198546692729, 'grad_norm': 0.007644545752555132, 'input_tokens': 155, 'supervised_tokens': 5}
{'step': 193, 'id': '5ad537a15b96ef001a10ab9d', 'loss': 0.00019532759324647486, 'grad_norm': 0.013339263387024403, 'input_tokens': 194, 'supervised_tokens': 5}
{'step': 194, 'id': '56e1b62ecd28a01900c67aa6', 'loss': 0.0006009492790326476, 'grad_norm': 0.03755519539117813, 'input_tokens': 286, 'supervised_tokens': 3}
{'step': 195, 'id': '56e19557e3433e1400422fee', 'loss': 0.00035184199805371463, 'grad_norm': 0.019010288640856743, 'input_tokens': 163, 'supervised_tokens': 5}
{'step': 196, 'id': '56e1aff7cd28a01900c67a69', 'loss': 0.0003708858566824347, 'grad_norm': 0.020014416426420212, 'input_tokens': 276, 'supervised_tokens': 3}
{'step': 197, 'id': '5ad5391e5b96ef001a10aba2', 'loss': 0.0001488761481596157, 'grad_norm': 0.005391615442931652, 'input_tokens': 183, 'supervised_tokens': 5}
{'step': 198, 'id': '56e17644e3433e1400422f41', 'loss': 0.00032859735074453056, 'grad_norm': 0.02163693681359291, 'input_tokens': 225, 'supervised_tokens': 5}
{'step': 199, 'id': '5ad54a375b96ef001a10ac4a', 'loss': 0.0005430827150121331, 'grad_norm': 0.05227835103869438, 'input_tokens': 286, 'supervised_tokens': 5}
{'step': 200, 'id': '5ad569c05b96ef001a10ae3a', 'loss': 0.00032191723585128784, 'grad_norm': 0.03862736001610756, 'input_tokens': 244, 'supervised_tokens': 5}
{'step': 201, 'id': '5ad54f775b96ef001a10ac88', 'loss': 0.0005781655199825764, 'grad_norm': 0.1380588859319687, 'input_tokens': 158, 'supervised_tokens': 5}
{'step': 202, 'id': '56e1aba0e3433e1400423095', 'loss': 0.0003923012991435826, 'grad_norm': 0.020627478137612343, 'input_tokens': 283, 'supervised_tokens': 4}
{'step': 203, 'id': '56e1e9dfe3433e14004231fe', 'loss': 0.0011966865276917815, 'grad_norm': 0.0490298792719841, 'input_tokens': 245, 'supervised_tokens': 6}
{'step': 204, 'id': '56e1c720e3433e140042316a', 'loss': 0.0022523936349898577, 'grad_norm': 0.07349562644958496, 'input_tokens': 263, 'supervised_tokens': 5}
{'step': 205, 'id': '5ad560b85b96ef001a10ad1e', 'loss': 0.0007373623666353524, 'grad_norm': 0.06684639304876328, 'input_tokens': 167, 'supervised_tokens': 5}
{'step': 206, 'id': '56e1c2eee3433e1400423136', 'loss': 0.0006414955132640898, 'grad_norm': 0.025578496977686882, 'input_tokens': 247, 'supervised_tokens': 7}
{'step': 207, 'id': '5ad546c75b96ef001a10ac12', 'loss': 0.0003062735195271671, 'grad_norm': 0.028276998549699783, 'input_tokens': 279, 'supervised_tokens': 5}
{'step': 208, 'id': '56e1c4fce3433e1400423151', 'loss': 7.307076157303527e-05, 'grad_norm': 0.005298131611198187, 'input_tokens': 171, 'supervised_tokens': 4}
{'step': 209, 'id': '56e1ce08e3433e14004231a5', 'loss': 0.0015381084522232413, 'grad_norm': 0.07317168265581131, 'input_tokens': 212, 'supervised_tokens': 12}
{'step': 210, 'id': '5ad537a15b96ef001a10ab9c', 'loss': 0.000546489842236042, 'grad_norm': 0.2090967297554016, 'input_tokens': 202, 'supervised_tokens': 5}
{'step': 211, 'id': '5ad542db5b96ef001a10abf5', 'loss': 0.0002821384114213288, 'grad_norm': 0.02590193971991539, 'input_tokens': 204, 'supervised_tokens': 5}
{'step': 212, 'id': '56e19557e3433e1400422ff1', 'loss': 0.0005554179078899324, 'grad_norm': 0.01604505442082882, 'input_tokens': 170, 'supervised_tokens': 9}
{'step': 213, 'id': '5ad572b15b96ef001a10af0a', 'loss': 0.0005112282233312726, 'grad_norm': 0.041618358343839645, 'input_tokens': 236, 'supervised_tokens': 5}
{'step': 214, 'id': '56e1c9bfe3433e1400423196', 'loss': 0.00018975784769281745, 'grad_norm': 0.007493172772228718, 'input_tokens': 207, 'supervised_tokens': 9}
{'step': 215, 'id': '5ad54a375b96ef001a10ac49', 'loss': 0.00013493254664354026, 'grad_norm': 0.005158992484211922, 'input_tokens': 272, 'supervised_tokens': 5}
{'step': 216, 'id': '5ad56fe65b96ef001a10aec3', 'loss': 0.00016310725186485797, 'grad_norm': 0.012286212295293808, 'input_tokens': 155, 'supervised_tokens': 5}
{'step': 217, 'id': '5ad537a15b96ef001a10ab9d', 'loss': 0.0001828385575208813, 'grad_norm': 0.015234281308948994, 'input_tokens': 194, 'supervised_tokens': 5}
{'step': 218, 'id': '56e1b62ecd28a01900c67aa6', 'loss': 0.0004936132463626564, 'grad_norm': 0.02979864552617073, 'input_tokens': 286, 'supervised_tokens': 3}
{'step': 219, 'id': '56e19557e3433e1400422fee', 'loss': 0.0003047566278837621, 'grad_norm': 0.016220636665821075, 'input_tokens': 163, 'supervised_tokens': 5}
{'step': 220, 'id': '56e1aff7cd28a01900c67a69', 'loss': 0.0003070357197429985, 'grad_norm': 0.013184784911572933, 'input_tokens': 276, 'supervised_tokens': 3}
{'step': 221, 'id': '5ad5391e5b96ef001a10aba2', 'loss': 0.000129353444208391, 'grad_norm': 0.0047288634814321995, 'input_tokens': 183, 'supervised_tokens': 5}
{'step': 222, 'id': '56e17644e3433e1400422f41', 'loss': 0.00025695207295939326, 'grad_norm': 0.015350430272519588, 'input_tokens': 225, 'supervised_tokens': 5}
{'step': 223, 'id': '5ad54a375b96ef001a10ac4a', 'loss': 0.00027759623480960727, 'grad_norm': 0.0251258946955204, 'input_tokens': 286, 'supervised_tokens': 5}
{'step': 224, 'id': '5ad569c05b96ef001a10ae3a', 'loss': 0.00016098245396278799, 'grad_norm': 0.009349877014756203, 'input_tokens': 244, 'supervised_tokens': 5}
{'step': 225, 'id': '5ad54f775b96ef001a10ac88', 'loss': 0.00017135465168394148, 'grad_norm': 0.007925494574010372, 'input_tokens': 158, 'supervised_tokens': 5}
{'step': 226, 'id': '56e1aba0e3433e1400423095', 'loss': 0.0003190111310686916, 'grad_norm': 0.017169421538710594, 'input_tokens': 283, 'supervised_tokens': 4}
{'step': 227, 'id': '56e1e9dfe3433e14004231fe', 'loss': 0.0009806667221710086, 'grad_norm': 0.03828989341855049, 'input_tokens': 245, 'supervised_tokens': 6}
{'step': 228, 'id': '56e1c720e3433e140042316a', 'loss': 0.0017267644871026278, 'grad_norm': 0.058401305228471756, 'input_tokens': 263, 'supervised_tokens': 5}
{'step': 229, 'id': '5ad560b85b96ef001a10ad1e', 'loss': 0.00038464125827886164, 'grad_norm': 0.025301115587353706, 'input_tokens': 167, 'supervised_tokens': 5}
{'step': 230, 'id': '56e1c2eee3433e1400423136', 'loss': 0.0005441764369606972, 'grad_norm': 0.020898345857858658, 'input_tokens': 247, 'supervised_tokens': 7}
{'step': 231, 'id': '5ad546c75b96ef001a10ac12', 'loss': 0.00016551224689465016, 'grad_norm': 0.008695892058312893, 'input_tokens': 279, 'supervised_tokens': 5}
{'step': 232, 'id': '56e1c4fce3433e1400423151', 'loss': 6.764742283849046e-05, 'grad_norm': 0.004050564952194691, 'input_tokens': 171, 'supervised_tokens': 4}
{'step': 233, 'id': '56e1ce08e3433e14004231a5', 'loss': 0.0011911530746147037, 'grad_norm': 0.052140459418296814, 'input_tokens': 212, 'supervised_tokens': 12}
{'step': 234, 'id': '5ad537a15b96ef001a10ab9c', 'loss': 0.0001322142779827118, 'grad_norm': 0.007112949155271053, 'input_tokens': 202, 'supervised_tokens': 5}
{'step': 235, 'id': '5ad542db5b96ef001a10abf5', 'loss': 0.0001676596439210698, 'grad_norm': 0.007525283377617598, 'input_tokens': 204, 'supervised_tokens': 5}
{'step': 236, 'id': '56e19557e3433e1400422ff1', 'loss': 0.0005233067786321044, 'grad_norm': 0.015639016404747963, 'input_tokens': 170, 'supervised_tokens': 9}
{'step': 237, 'id': '5ad572b15b96ef001a10af0a', 'loss': 0.00035376186133362353, 'grad_norm': 0.02203291282057762, 'input_tokens': 236, 'supervised_tokens': 5}
{'step': 238, 'id': '56e1c9bfe3433e1400423196', 'loss': 0.00017074213246814907, 'grad_norm': 0.0061214338056743145, 'input_tokens': 207, 'supervised_tokens': 9}
{'step': 239, 'id': '5ad54a375b96ef001a10ac49', 'loss': 0.00011219156294828281, 'grad_norm': 0.003032736014574766, 'input_tokens': 272, 'supervised_tokens': 5}
{'step': 240, 'id': '5ad56fe65b96ef001a10aec3', 'loss': 0.00012079682346666232, 'grad_norm': 0.003896403359249234, 'input_tokens': 155, 'supervised_tokens': 5}
{'step': 241, 'id': '5ad537a15b96ef001a10ab9d', 'loss': 0.00012794796202797443, 'grad_norm': 0.004768014419823885, 'input_tokens': 194, 'supervised_tokens': 5}
{'step': 242, 'id': '56e1b62ecd28a01900c67aa6', 'loss': 0.00042130748624913394, 'grad_norm': 0.02489479072391987, 'input_tokens': 286, 'supervised_tokens': 3}
<PROJECT>/.venv/lib/python3.12/site-packages/peft/utils/save_and_load.py:286: UserWarning: Could not find a config file in Qwen/Qwen2.5-0.5B-Instruct - will assume that the vocabulary was not modified.
  warnings.warn(
