`torch_dtype` is deprecated! Use `dtype` instead!
{'step': 158, 'id': '5ad542db5b96ef001a10abf6', 'loss': 0.0014397897757589817, 'grad_norm': 0.0679883062839508, 'input_tokens': 194, 'supervised_tokens': 5}
{'step': 159, 'id': '5ad56c6b5b96ef001a10ae6d', 'loss': 0.002779983449727297, 'grad_norm': 0.1337530016899109, 'input_tokens': 163, 'supervised_tokens': 5}
{'step': 160, 'id': '56e1efa0e3433e140042321c', 'loss': 2.2091829776763916, 'grad_norm': 46.46414566040039, 'input_tokens': 162, 'supervised_tokens': 4}
{'step': 161, 'id': '5ad53d705b96ef001a10abd4', 'loss': 0.021926961839199066, 'grad_norm': 2.1411807537078857, 'input_tokens': 167, 'supervised_tokens': 5}
{'step': 162, 'id': '5ad560b85b96ef001a10ad1e', 'loss': 0.009287456050515175, 'grad_norm': 0.5479225516319275, 'input_tokens': 167, 'supervised_tokens': 5}
{'step': 163, 'id': '5ad542db5b96ef001a10abf7', 'loss': 0.004761034157127142, 'grad_norm': 0.3380185067653656, 'input_tokens': 189, 'supervised_tokens': 5}
{'step': 164, 'id': '5ad54c2f5b96ef001a10ac5d', 'loss': 0.0008335389429703355, 'grad_norm': 0.031433604657649994, 'input_tokens': 138, 'supervised_tokens': 5}
{'step': 165, 'id': '56e20a3ae3433e140042324d', 'loss': 0.5113670229911804, 'grad_norm': 12.954636573791504, 'input_tokens': 251, 'supervised_tokens': 11}
{'step': 166, 'id': '56e20a27cd28a01900c67c25', 'loss': 1.4516077041625977, 'grad_norm': 42.10822677612305, 'input_tokens': 144, 'supervised_tokens': 3}
{'step': 167, 'id': '56e1c4fce3433e1400423152', 'loss': 2.064060926437378, 'grad_norm': 35.203773498535156, 'input_tokens': 170, 'supervised_tokens': 3}
{'step': 168, 'id': '5ad537a15b96ef001a10ab9c', 'loss': 0.07669685781002045, 'grad_norm': 11.981496810913086, 'input_tokens': 202, 'supervised_tokens': 5}
{'step': 169, 'id': '56e17644e3433e1400422f42', 'loss': 0.7686107754707336, 'grad_norm': 27.278038024902344, 'input_tokens': 230, 'supervised_tokens': 6}
{'step': 170, 'id': '5ad562525b96ef001a10ad53', 'loss': 0.019086681306362152, 'grad_norm': 2.8202829360961914, 'input_tokens': 137, 'supervised_tokens': 5}
{'step': 171, 'id': '56e19557e3433e1400422ff0', 'loss': 2.2008166313171387, 'grad_norm': 30.268102645874023, 'input_tokens': 164, 'supervised_tokens': 5}
{'step': 172, 'id': '56e181d9e3433e1400422fa2', 'loss': 1.7913122177124023, 'grad_norm': 30.62855339050293, 'input_tokens': 180, 'supervised_tokens': 4}
{'step': 173, 'id': '5ad55ee35b96ef001a10ace5', 'loss': 0.0004588437732309103, 'grad_norm': 0.013607840985059738, 'input_tokens': 244, 'supervised_tokens': 5}
{'step': 174, 'id': '5ad562525b96ef001a10ad52', 'loss': 0.00761166587471962, 'grad_norm': 1.165809154510498, 'input_tokens': 138, 'supervised_tokens': 5}
{'step': 175, 'id': '5ad5489b5b96ef001a10ac2d', 'loss': 0.0010967759881168604, 'grad_norm': 0.15141350030899048, 'input_tokens': 189, 'supervised_tokens': 5}
{'step': 176, 'id': '5ad572b15b96ef001a10af08', 'loss': 0.0031332324724644423, 'grad_norm': 0.21286362409591675, 'input_tokens': 231, 'supervised_tokens': 5}
{'step': 177, 'id': '56e1a564cd28a01900c67a49', 'loss': 0.9159490466117859, 'grad_norm': 20.456146240234375, 'input_tokens': 198, 'supervised_tokens': 5}
{'step': 178, 'id': '56e1c3e1e3433e1400423149', 'loss': 1.1084800958633423, 'grad_norm': 67.34502410888672, 'input_tokens': 119, 'supervised_tokens': 3}
{'step': 179, 'id': '5ad54a375b96ef001a10ac4c', 'loss': 0.018519598990678787, 'grad_norm': 2.0623598098754883, 'input_tokens': 274, 'supervised_tokens': 5}
{'step': 180, 'id': '5ad566375b96ef001a10add0', 'loss': 0.000761481816880405, 'grad_norm': 0.03187544643878937, 'input_tokens': 274, 'supervised_tokens': 5}
{'step': 181, 'id': '56e1c7e2cd28a01900c67b74', 'loss': 0.4119568467140198, 'grad_norm': 9.748477935791016, 'input_tokens': 143, 'supervised_tokens': 9}
{'step': 182, 'id': '5ad569c05b96ef001a10ae39', 'loss': 0.018022052943706512, 'grad_norm': 1.5803921222686768, 'input_tokens': 244, 'supervised_tokens': 5}
{'step': 183, 'id': '56e1b8f3e3433e14004230e6', 'loss': 1.3694045543670654, 'grad_norm': 18.92628288269043, 'input_tokens': 141, 'supervised_tokens': 7}
{'step': 184, 'id': '56e1b62ecd28a01900c67aa4', 'loss': 0.1033097580075264, 'grad_norm': 6.5275163650512695, 'input_tokens': 271, 'supervised_tokens': 3}
{'step': 185, 'id': '56e1c4fce3433e1400423151', 'loss': 0.5275570750236511, 'grad_norm': 27.957422256469727, 'input_tokens': 171, 'supervised_tokens': 4}
{'step': 186, 'id': '56e1c9bfe3433e1400423193', 'loss': 0.17103412747383118, 'grad_norm': 7.486266613006592, 'input_tokens': 203, 'supervised_tokens': 4}
{'step': 187, 'id': '5ad54a375b96ef001a10ac4a', 'loss': 0.004197469912469387, 'grad_norm': 0.42323002219200134, 'input_tokens': 286, 'supervised_tokens': 5}
{'step': 188, 'id': '56e19557e3433e1400422ff1', 'loss': 1.0467780828475952, 'grad_norm': 11.645087242126465, 'input_tokens': 170, 'supervised_tokens': 9}
{'step': 189, 'id': '5ad545545b96ef001a10ac08', 'loss': 0.0013761466834694147, 'grad_norm': 0.17546509206295013, 'input_tokens': 156, 'supervised_tokens': 5}
{'step': 190, 'id': '5ad53b9d5b96ef001a10abca', 'loss': 1.0709631443023682, 'grad_norm': 47.74528121948242, 'input_tokens': 228, 'supervised_tokens': 5}
{'step': 191, 'id': '5ad54a375b96ef001a10ac4b', 'loss': 0.0011394917964935303, 'grad_norm': 0.07317840307950974, 'input_tokens': 287, 'supervised_tokens': 5}
{'step': 192, 'id': '5ad542db5b96ef001a10abf5', 'loss': 0.0008649263763800263, 'grad_norm': 0.04517387971282005, 'input_tokens': 204, 'supervised_tokens': 5}
{'step': 193, 'id': '56e20a3ae3433e140042324b', 'loss': 0.008631223812699318, 'grad_norm': 0.5792127251625061, 'input_tokens': 224, 'supervised_tokens': 5}
{'step': 194, 'id': '5ad562525b96ef001a10ad50', 'loss': 0.0004336596466600895, 'grad_norm': 0.013881406746804714, 'input_tokens': 142, 'supervised_tokens': 5}
{'step': 195, 'id': '56e1b169cd28a01900c67a72', 'loss': 0.8436237573623657, 'grad_norm': 37.91458511352539, 'input_tokens': 166, 'supervised_tokens': 5}
{'step': 196, 'id': '56e181d9e3433e1400422fa1', 'loss': 1.6992888450622559, 'grad_norm': 30.710451126098633, 'input_tokens': 184, 'supervised_tokens': 4}
{'step': 197, 'id': '56e1bd4acd28a01900c67afe', 'loss': 1.1868751049041748, 'grad_norm': 23.862651824951172, 'input_tokens': 179, 'supervised_tokens': 10}
{'step': 198, 'id': '5ad546c75b96ef001a10ac10', 'loss': 0.0007295195246115327, 'grad_norm': 0.03153185546398163, 'input_tokens': 276, 'supervised_tokens': 5}
{'step': 199, 'id': '56e200e4cd28a01900c67c16', 'loss': 0.20580840110778809, 'grad_norm': 8.860209465026855, 'input_tokens': 144, 'supervised_tokens': 5}
{'step': 200, 'id': '5ad53d705b96ef001a10abd3', 'loss': 0.0004929778515361249, 'grad_norm': 0.01449594460427761, 'input_tokens': 165, 'supervised_tokens': 5}
{'step': 201, 'id': '56e1c2eee3433e1400423135', 'loss': 0.545059323310852, 'grad_norm': 14.170368194580078, 'input_tokens': 243, 'supervised_tokens': 4}
{'step': 202, 'id': '5ad5344b5b96ef001a10ab89', 'loss': 0.007455246057361364, 'grad_norm': 1.1901057958602905, 'input_tokens': 229, 'supervised_tokens': 5}
{'step': 203, 'id': '56e1e9dfe3433e14004231fc', 'loss': 0.17422369122505188, 'grad_norm': 8.17823314666748, 'input_tokens': 246, 'supervised_tokens': 8}
{'step': 204, 'id': '5ad5391e5b96ef001a10aba4', 'loss': 0.003311158623546362, 'grad_norm': 0.2546130120754242, 'input_tokens': 182, 'supervised_tokens': 5}
{'step': 205, 'id': '5ad53ac65b96ef001a10abaf', 'loss': 1.3420276641845703, 'grad_norm': 46.0279655456543, 'input_tokens': 145, 'supervised_tokens': 5}
{'step': 206, 'id': '5ad562525b96ef001a10ad51', 'loss': 1.8403513431549072, 'grad_norm': 28.580474853515625, 'input_tokens': 144, 'supervised_tokens': 5}
{'step': 207, 'id': '5ad5489b5b96ef001a10ac2c', 'loss': 0.4203476905822754, 'grad_norm': 54.98995590209961, 'input_tokens': 186, 'supervised_tokens': 5}
{'step': 208, 'id': '5ad54c2f5b96ef001a10ac5e', 'loss': 0.000419891148339957, 'grad_norm': 0.013282490894198418, 'input_tokens': 139, 'supervised_tokens': 5}
{'step': 209, 'id': '56e1c9bfe3433e1400423196', 'loss': 0.8480727672576904, 'grad_norm': 13.899227142333984, 'input_tokens': 207, 'supervised_tokens': 9}
{'step': 210, 'id': '56e1bd4acd28a01900c67aff', 'loss': 0.6776524782180786, 'grad_norm': 11.486664772033691, 'input_tokens': 163, 'supervised_tokens': 5}
{'step': 211, 'id': '5ad542db5b96ef001a10abf4', 'loss': 0.0011330016423016787, 'grad_norm': 0.06799390912055969, 'input_tokens': 189, 'supervised_tokens': 5}
{'step': 212, 'id': '5ad537a15b96ef001a10ab9b', 'loss': 0.0029403544031083584, 'grad_norm': 0.13160428404808044, 'input_tokens': 194, 'supervised_tokens': 5}
{'step': 213, 'id': '5ad5391e5b96ef001a10aba3', 'loss': 0.00042198612936772406, 'grad_norm': 0.013765686191618443, 'input_tokens': 185, 'supervised_tokens': 5}
{'step': 214, 'id': '56e1efa0e3433e140042321a', 'loss': 0.6787986159324646, 'grad_norm': 21.01479721069336, 'input_tokens': 160, 'supervised_tokens': 5}
{'step': 215, 'id': '56e1b62ecd28a01900c67aa5', 'loss': 1.335032343864441, 'grad_norm': 50.54425048828125, 'input_tokens': 288, 'supervised_tokens': 7}
{'step': 216, 'id': '56e200e4cd28a01900c67c18', 'loss': 1.966038703918457, 'grad_norm': 103.46629333496094, 'input_tokens': 146, 'supervised_tokens': 4}
{'step': 217, 'id': '56e1c3e1e3433e140042314a', 'loss': 0.1276075839996338, 'grad_norm': 3.4039506912231445, 'input_tokens': 125, 'supervised_tokens': 5}
{'step': 218, 'id': '56e1b62ecd28a01900c67aa6', 'loss': 1.6869754791259766, 'grad_norm': 73.7717056274414, 'input_tokens': 286, 'supervised_tokens': 3}
{'step': 219, 'id': '56e19557e3433e1400422fee', 'loss': 0.03432123735547066, 'grad_norm': 1.682588815689087, 'input_tokens': 163, 'supervised_tokens': 5}
{'step': 220, 'id': '56e1aff7cd28a01900c67a6a', 'loss': 1.0765446424484253, 'grad_norm': 29.04271697998047, 'input_tokens': 284, 'supervised_tokens': 7}
{'step': 221, 'id': '56e1febfe3433e1400423236', 'loss': 0.05303717404603958, 'grad_norm': 3.882578134536743, 'input_tokens': 205, 'supervised_tokens': 5}
{'step': 222, 'id': '5ad569c05b96ef001a10ae38', 'loss': 0.004407412372529507, 'grad_norm': 0.372335284948349, 'input_tokens': 238, 'supervised_tokens': 5}
{'step': 223, 'id': '5ad5632f5b96ef001a10ad6f', 'loss': 0.02794945240020752, 'grad_norm': 4.439338207244873, 'input_tokens': 211, 'supervised_tokens': 5}
{'step': 224, 'id': '5ad5344b5b96ef001a10ab8a', 'loss': 0.01485319435596466, 'grad_norm': 2.3539462089538574, 'input_tokens': 220, 'supervised_tokens': 5}
{'step': 225, 'id': '5ad53ac65b96ef001a10abac', 'loss': 0.0007485494716092944, 'grad_norm': 0.034809187054634094, 'input_tokens': 145, 'supervised_tokens': 5}
{'step': 226, 'id': '56e1c720e3433e140042316e', 'loss': 0.7835803031921387, 'grad_norm': 36.9722900390625, 'input_tokens': 264, 'supervised_tokens': 5}
{'step': 227, 'id': '5ad55ee35b96ef001a10ace6', 'loss': 0.0015525484923273325, 'grad_norm': 0.16122953593730927, 'input_tokens': 244, 'supervised_tokens': 5}
{'step': 228, 'id': '5ad572b15b96ef001a10af06', 'loss': 0.0014861702220514417, 'grad_norm': 0.046516597270965576, 'input_tokens': 232, 'supervised_tokens': 5}
{'step': 229, 'id': '56e17e6ee3433e1400422f80', 'loss': 0.9306933283805847, 'grad_norm': 31.496488571166992, 'input_tokens': 207, 'supervised_tokens': 9}
{'step': 230, 'id': '5ad56fe65b96ef001a10aec2', 'loss': 0.0009296179632656276, 'grad_norm': 0.04341142252087593, 'input_tokens': 143, 'supervised_tokens': 5}
{'step': 231, 'id': '56e20a3ae3433e140042324a', 'loss': 0.011764622293412685, 'grad_norm': 0.32747429609298706, 'input_tokens': 223, 'supervised_tokens': 6}
{'step': 232, 'id': '56e1c2eee3433e1400423138', 'loss': 0.2879435122013092, 'grad_norm': 10.83090591430664, 'input_tokens': 252, 'supervised_tokens': 6}
{'step': 233, 'id': '56e1d9fee3433e14004231cc', 'loss': 1.2532376050949097, 'grad_norm': 35.67460632324219, 'input_tokens': 275, 'supervised_tokens': 3}
{'step': 234, 'id': '56e1febfe3433e140042323a', 'loss': 0.6941530704498291, 'grad_norm': 20.232025146484375, 'input_tokens': 214, 'supervised_tokens': 8}
{'step': 235, 'id': '5ad5632f5b96ef001a10ad6e', 'loss': 0.42220449447631836, 'grad_norm': 59.53670120239258, 'input_tokens': 206, 'supervised_tokens': 5}
{'step': 236, 'id': '5ad56ef05b96ef001a10aeaa', 'loss': 0.02080431580543518, 'grad_norm': 4.108616352081299, 'input_tokens': 212, 'supervised_tokens': 5}
{'step': 237, 'id': '56e20a3ae3433e140042324e', 'loss': 0.07032997906208038, 'grad_norm': 2.3987200260162354, 'input_tokens': 237, 'supervised_tokens': 4}
{'step': 238, 'id': '56e1aff7cd28a01900c67a6b', 'loss': 0.4458450675010681, 'grad_norm': 11.414216041564941, 'input_tokens': 288, 'supervised_tokens': 9}
{'step': 239, 'id': '56e1c720e3433e140042316b', 'loss': 1.3651987314224243, 'grad_norm': 30.431232452392578, 'input_tokens': 252, 'supervised_tokens': 7}
{'step': 240, 'id': '5ad54f775b96ef001a10ac8a', 'loss': 0.07864011824131012, 'grad_norm': 19.99837303161621, 'input_tokens': 161, 'supervised_tokens': 5}
{'step': 241, 'id': '5ad547945b96ef001a10ac18', 'loss': 0.0008325160597451031, 'grad_norm': 0.06574927270412445, 'input_tokens': 167, 'supervised_tokens': 5}
{'step': 242, 'id': '5ad543c05b96ef001a10ac00', 'loss': 0.6596578359603882, 'grad_norm': 60.09796142578125, 'input_tokens': 274, 'supervised_tokens': 5}
<PROJECT>/.venv/lib/python3.12/site-packages/peft/utils/save_and_load.py:286: UserWarning: Could not find a config file in Qwen/Qwen2.5-0.5B-Instruct - will assume that the vocabulary was not modified.
  warnings.warn(
